Location,Age,Gender,Bacteria,Level,Year,Detected_Cases
Maharashtra,25,Female,2,3,2018,10000
Maharashtra,25,Female,2,4,2018,5000
Maharashtra,25,Female,2,1,2019,10000
Maharashtra,25,Female,2,2,2019,11000
Maharashtra,25,Female,2,3,2019,13000
Maharashtra,25,Female,2,4,2019,13000
Maharashtra,25,Female,2,1,2020,83000
Maharashtra,25,Female,2,2,2020,12000
Maharashtra,25,Female,2,3,2020,15000
Maharashtra,25,Female,2,4,2020,15000
Maharashtra,25,Female,3,1,2016,11000
Maharashtra,25,Female,3,2,2016,13000
Maharashtra,25,Female,3,3,2016,13000
Maharashtra,25,Female,3,4,2016,8000
Maharashtra,25,Female,3,1,2017,11000
Maharashtra,25,Female,3,2,2017,13000
Maharashtra,25,Female,3,3,2017,13000
Maharashtra,25,Female,3,4,2017,8000
Maharashtra,25,Female,3,1,2018,11000
Maharashtra,25,Female,3,2,2018,13000
Maharashtra,25,Female,3,3,2018,13000
Maharashtra,25,Female,3,4,2018,8000
Maharashtra,25,Female,3,1,2019,13000
Maharashtra,25,Female,3,2,2019,14000
Maharashtra,25,Female,3,3,2019,16000
Maharashtra,25,Female,3,4,2019,16000
Maharashtra,25,Female,3,1,2020,86000
Maharashtra,25,Female,3,2,2020,15000
Maharashtra,25,Female,3,3,2020,18000
Maharashtra,25,Female,3,4,2020,18000
Maharashtra,26,Female,1,1,2016,5000
Maharashtra,26,Female,1,2,2016,7000
Maharashtra,26,Female,1,3,2016,7000
Maharashtra,26,Female,1,4,2016,2000
Maharashtra,26,Female,1,1,2017,5000
Maharashtra,26,Female,1,2,2017,7000
Maharashtra,26,Female,1,3,2017,7000
Maharashtra,26,Female,1,4,2017,2000
Maharashtra,26,Female,1,1,2018,5000
Maharashtra,26,Female,1,2,2018,7000
Maharashtra,26,Female,1,3,2018,7000
Maharashtra,26,Female,1,4,2018,2000
Maharashtra,26,Female,1,1,2019,7000
Maharashtra,26,Female,1,2,2019,8000
Maharashtra,26,Female,1,3,2019,10000
Maharashtra,26,Female,1,4,2019,10000
Maharashtra,26,Female,1,1,2020,80000
Maharashtra,26,Female,1,2,2020,9000
Maharashtra,26,Female,1,3,2020,12000
Maharashtra,26,Female,1,4,2020,12000
Maharashtra,26,Female,2,1,2016,8000
Maharashtra,26,Female,2,2,2016,10000
Maharashtra,26,Female,2,3,2016,10000
Maharashtra,26,Female,2,4,2016,5000
Maharashtra,26,Female,2,1,2017,8000
Maharashtra,26,Female,2,2,2017,10000
Maharashtra,26,Female,2,3,2017,10000
Maharashtra,26,Female,2,4,2017,5000
Maharashtra,26,Female,2,1,2018,8000
Maharashtra,26,Female,2,2,2018,10000
Maharashtra,26,Female,2,3,2018,10000
Maharashtra,26,Female,2,4,2018,5000
Maharashtra,26,Female,2,1,2019,10000
Maharashtra,26,Female,2,2,2019,11000
Maharashtra,26,Female,2,3,2019,13000
Maharashtra,26,Female,2,4,2019,13000
Maharashtra,26,Female,2,1,2020,83000
Maharashtra,26,Female,2,2,2020,12000
Maharashtra,26,Female,2,3,2020,15000
Maharashtra,26,Female,2,4,2020,15000
Maharashtra,26,Female,3,1,2016,11000
Maharashtra,26,Female,3,2,2016,13000
Maharashtra,26,Female,3,3,2016,13000
Maharashtra,26,Female,3,4,2016,8000
Maharashtra,26,Female,3,1,2017,11000
Maharashtra,26,Female,3,2,2017,13000
Maharashtra,26,Female,3,3,2017,13000
Maharashtra,26,Female,3,4,2017,8000
Maharashtra,26,Female,3,1,2018,11000
Maharashtra,26,Female,3,2,2018,13000
Maharashtra,26,Female,3,3,2018,13000
Maharashtra,26,Female,3,4,2018,8000
Maharashtra,26,Female,3,1,2019,13000
Maharashtra,26,Female,3,2,2019,14000
Maharashtra,26,Female,3,3,2019,16000
Maharashtra,26,Female,3,4,2019,16000
Maharashtra,26,Female,3,1,2020,86000
Maharashtra,26,Female,3,2,2020,15000
Maharashtra,26,Female,3,3,2020,18000
Maharashtra,26,Female,3,4,2020,18000
Maharashtra,28,Female,1,1,2016,5000
Maharashtra,28,Female,1,2,2016,7000
Maharashtra,28,Female,1,3,2016,7000
Maharashtra,28,Female,1,4,2016,2000
Maharashtra,28,Female,1,1,2017,5000
Maharashtra,28,Female,1,2,2017,7000
Maharashtra,28,Female,1,3,2017,7000
Maharashtra,28,Female,1,4,2017,2000
Maharashtra,28,Female,1,1,2018,5000
Maharashtra,28,Female,1,2,2018,7000
Maharashtra,28,Female,1,3,2018,7000
Maharashtra,28,Female,1,4,2018,2000
Maharashtra,28,Female,1,1,2019,7000
Maharashtra,28,Female,1,2,2019,8000
Maharashtra,28,Female,1,3,2019,10000
Maharashtra,28,Female,1,4,2019,10000
Maharashtra,28,Female,1,1,2020,80000
Maharashtra,28,Female,1,2,2020,9000
Maharashtra,28,Female,1,3,2020,12000
Maharashtra,28,Female,1,4,2020,12000
Maharashtra,28,Female,2,1,2016,8000
Maharashtra,28,Female,2,2,2016,10000
Maharashtra,28,Female,2,3,2016,10000
Maharashtra,28,Female,2,4,2016,5000
Maharashtra,28,Female,2,1,2017,8000
Maharashtra,28,Female,2,2,2017,10000
Maharashtra,28,Female,2,3,2017,10000
Maharashtra,28,Female,2,4,2017,5000
Maharashtra,28,Female,2,1,2018,8000
Maharashtra,28,Female,2,2,2018,10000
Maharashtra,28,Female,2,3,2018,10000
Maharashtra,28,Female,2,4,2018,5000
Maharashtra,28,Female,2,1,2019,10000
Maharashtra,28,Female,2,2,2019,11000
Maharashtra,28,Female,2,3,2019,13000
Maharashtra,28,Female,2,4,2019,13000
Maharashtra,28,Female,2,1,2020,83000
Maharashtra,28,Female,2,2,2020,12000
Maharashtra,28,Female,2,3,2020,15000
Maharashtra,28,Female,2,4,2020,15000
Maharashtra,28,Female,3,1,2016,11000
Maharashtra,28,Female,3,2,2016,13000
Maharashtra,28,Female,3,3,2016,13000
Maharashtra,28,Female,3,4,2016,8000
Maharashtra,28,Female,3,1,2017,11000
Maharashtra,28,Female,3,2,2017,13000
Maharashtra,28,Female,3,3,2017,13000
Maharashtra,28,Female,3,4,2017,8000
Maharashtra,28,Female,3,1,2018,11000
Maharashtra,28,Female,3,2,2018,13000
Maharashtra,28,Female,3,3,2018,13000
Maharashtra,28,Female,3,4,2018,8000
Maharashtra,28,Female,3,1,2019,13000
Maharashtra,28,Female,3,2,2019,14000
Maharashtra,28,Female,3,3,2019,16000
Maharashtra,28,Female,3,4,2019,16000
Maharashtra,28,Female,3,1,2020,86000
Maharashtra,28,Female,3,2,2020,15000
Maharashtra,28,Female,3,3,2020,18000
Maharashtra,28,Female,3,4,2020,18000
Maharashtra,28,Female,1,1,2016,5000
Maharashtra,29,Female,1,2,2016,7000
Maharashtra,29,Female,1,3,2016,7000
Maharashtra,29,Female,1,4,2016,2000
Maharashtra,29,Female,1,1,2017,5000
Maharashtra,29,Female,1,2,2017,7000
Maharashtra,29,Female,1,3,2017,7000
Maharashtra,29,Female,1,4,2017,2000
Maharashtra,29,Female,1,1,2018,5000
Maharashtra,29,Female,1,2,2018,7000
Maharashtra,29,Female,1,3,2018,7000
Maharashtra,29,Female,1,4,2018,2000
Maharashtra,29,Female,1,1,2019,7000
Maharashtra,29,Female,1,2,2019,8000
Maharashtra,29,Female,1,3,2019,10000
Maharashtra,29,Female,1,4,2019,10000
Maharashtra,29,Female,1,1,2020,80000
Maharashtra,29,Female,1,2,2020,9000
Maharashtra,29,Female,1,3,2020,12000
Maharashtra,29,Female,1,4,2020,12000
Maharashtra,29,Female,2,1,2016,8000
Maharashtra,29,Female,2,2,2016,10000
Maharashtra,29,Female,2,3,2016,10000
Maharashtra,29,Female,2,4,2016,5000
Maharashtra,29,Female,2,1,2017,8000
Maharashtra,29,Female,2,2,2017,10000
Maharashtra,29,Female,2,3,2017,10000
Maharashtra,29,Female,2,4,2017,5000
Maharashtra,29,Female,2,1,2018,8000
Maharashtra,29,Female,2,2,2018,10000
Maharashtra,29,Female,2,3,2018,10000
Maharashtra,29,Female,2,4,2018,5000
Maharashtra,29,Female,2,1,2019,10000
Maharashtra,29,Female,2,2,2019,11000
Maharashtra,29,Female,2,3,2019,13000
Maharashtra,29,Female,2,4,2019,13000
Maharashtra,29,Female,2,1,2020,83000
Maharashtra,29,Female,2,2,2020,12000
Maharashtra,29,Female,2,3,2020,15000
Maharashtra,29,Female,2,4,2020,15000
Maharashtra,29,Female,3,1,2016,11000
Maharashtra,29,Female,3,2,2016,13000
Maharashtra,29,Female,3,3,2016,13000
Maharashtra,29,Female,3,4,2016,8000
Maharashtra,29,Female,3,1,2017,11000
Maharashtra,29,Female,3,2,2017,13000
Maharashtra,29,Female,3,3,2017,13000
Maharashtra,29,Female,3,4,2017,8000
Maharashtra,29,Female,3,1,2018,11000
Maharashtra,29,Female,3,2,2018,13000
Maharashtra,29,Female,3,3,2018,13000
Maharashtra,29,Female,3,4,2018,8000
Maharashtra,29,Female,3,1,2019,13000
Maharashtra,29,Female,3,2,2019,14000
Maharashtra,29,Female,3,3,2019,16000
Maharashtra,29,Female,3,4,2019,16000
Maharashtra,29,Female,3,1,2020,86000
Maharashtra,29,Female,3,2,2020,15000
Maharashtra,29,Female,3,3,2020,18000
Maharashtra,29,Female,3,4,2020,18000
Maharashtra,29,Female,1,1,2016,5000
Maharashtra,29,Female,1,2,2016,7000
Maharashtra,29,Female,1,3,2016,7000
Maharashtra,29,Female,1,4,2016,2000
Maharashtra,29,Female,1,1,2017,5000
Maharashtra,29,Female,1,2,2017,7000
Maharashtra,29,Female,1,3,2017,7000
Maharashtra,29,Female,1,4,2017,2000
Maharashtra,29,Female,1,1,2018,5000
Maharashtra,29,Female,1,2,2018,7000
Maharashtra,29,Female,1,3,2018,7000
Maharashtra,29,Female,1,4,2018,2000
Maharashtra,29,Female,1,1,2019,7000
Maharashtra,29,Female,1,2,2019,8000
Maharashtra,29,Female,1,3,2019,10000
Maharashtra,29,Female,1,4,2019,10000
Maharashtra,29,Female,1,1,2020,80000
Maharashtra,29,Female,1,2,2020,9000
Maharashtra,29,Female,1,3,2020,12000
Maharashtra,29,Female,1,4,2020,12000
Maharashtra,29,Female,2,1,2016,8000
Maharashtra,29,Female,2,2,2016,10000
Maharashtra,29,Female,2,3,2016,10000
Maharashtra,29,Female,2,4,2016,5000
Maharashtra,29,Female,2,1,2017,8000
Maharashtra,29,Female,2,2,2017,10000
Maharashtra,29,Female,2,3,2017,10000
Maharashtra,29,Female,2,4,2017,5000
Maharashtra,29,Female,2,1,2018,8000
Maharashtra,29,Female,2,2,2018,10000
Maharashtra,29,Female,2,3,2018,10000
Maharashtra,29,Female,2,4,2018,5000
Maharashtra,29,Female,2,1,2019,10000
Maharashtra,29,Female,2,2,2019,11000
Maharashtra,29,Female,2,3,2019,13000
Maharashtra,29,Female,2,4,2019,13000
Maharashtra,29,Female,2,1,2020,83000
Maharashtra,29,Female,2,2,2020,12000
Maharashtra,29,Female,2,3,2020,15000
Maharashtra,29,Female,2,4,2020,15000
Maharashtra,29,Female,3,1,2016,11000
Maharashtra,29,Female,3,2,2016,13000
Maharashtra,29,Female,3,3,2016,13000
Maharashtra,29,Female,3,4,2016,8000
Maharashtra,29,Female,3,1,2017,11000
Maharashtra,29,Female,3,2,2017,13000
Maharashtra,29,Female,3,3,2017,13000
Maharashtra,29,Female,3,4,2017,8000
Maharashtra,29,Female,3,1,2018,11000
Maharashtra,29,Female,3,2,2018,13000
Maharashtra,29,Female,3,3,2018,13000
Maharashtra,29,Female,3,4,2018,8000
Maharashtra,29,Female,3,1,2019,13000
Maharashtra,29,Female,3,2,2019,14000
Maharashtra,29,Female,3,3,2019,16000
Maharashtra,29,Female,3,4,2019,16000
Maharashtra,29,Female,3,1,2020,86000
Maharashtra,29,Female,3,2,2020,15000
Maharashtra,29,Female,3,3,2020,18000
Maharashtra,29,Female,3,4,2020,18000
Maharashtra,30,Female,1,1,2016,5000
Maharashtra,30,Female,1,2,2016,7000
Maharashtra,30,Female,1,3,2016,7000
Maharashtra,30,Female,1,4,2016,2000
Maharashtra,30,Female,1,1,2017,5000
Maharashtra,30,Female,1,2,2017,7000
Maharashtra,30,Female,1,3,2017,7000
Maharashtra,30,Female,1,4,2017,2000
Maharashtra,30,Female,1,1,2018,5000
Maharashtra,30,Female,1,2,2018,7000
Maharashtra,30,Female,1,3,2018,7000
Maharashtra,30,Female,1,4,2018,2000
Maharashtra,30,Female,1,1,2019,7000
Maharashtra,30,Female,1,2,2019,8000
Maharashtra,30,Female,1,3,2019,10000
Maharashtra,30,Female,1,4,2019,10000
Maharashtra,30,Female,1,1,2020,80000
Maharashtra,30,Female,1,2,2020,9000
Maharashtra,30,Female,1,3,2020,12000
Maharashtra,30,Female,1,4,2020,12000
Maharashtra,30,Female,2,1,2016,8000
Maharashtra,30,Female,2,2,2016,10000
Maharashtra,30,Female,2,3,2016,10000
Maharashtra,30,Female,2,4,2016,5000
Maharashtra,30,Female,2,1,2017,8000
Maharashtra,30,Female,2,2,2017,10000
Maharashtra,30,Female,2,3,2017,10000
Maharashtra,30,Female,2,4,2017,5000
Maharashtra,30,Female,2,1,2018,8000
Maharashtra,30,Female,2,2,2018,10000
Maharashtra,30,Female,2,3,2018,10000
Maharashtra,30,Female,2,4,2018,5000
Maharashtra,30,Female,2,1,2019,10000
Maharashtra,30,Female,2,2,2019,11000
Maharashtra,30,Female,2,3,2019,13000
Maharashtra,30,Female,2,4,2019,13000
Maharashtra,30,Female,2,1,2020,83000
Maharashtra,30,Female,2,2,2020,12000
Maharashtra,30,Female,2,3,2020,15000
Maharashtra,30,Female,2,4,2020,15000
Maharashtra,30,Female,3,1,2016,11000
Maharashtra,30,Female,3,2,2016,13000
Maharashtra,30,Female,3,3,2016,13000
Maharashtra,30,Female,3,4,2016,8000
Maharashtra,30,Female,3,1,2017,11000
Maharashtra,30,Female,3,2,2017,13000
Maharashtra,30,Female,3,3,2017,13000
Maharashtra,30,Female,3,4,2017,8000
Maharashtra,30,Female,3,1,2018,11000
Maharashtra,30,Female,3,2,2018,13000
Maharashtra,30,Female,3,3,2018,13000
Maharashtra,30,Female,3,4,2018,8000
Maharashtra,30,Female,3,1,2019,13000
Maharashtra,30,Female,3,2,2019,14000
Maharashtra,30,Female,3,3,2019,16000
Maharashtra,30,Female,3,4,2019,16000
Maharashtra,30,Female,3,1,2020,86000
Maharashtra,30,Female,3,2,2020,15000
Maharashtra,30,Female,3,3,2020,18000
Maharashtra,30,Female,3,4,2020,18000
Maharashtra,31,Female,1,1,2016,3000
Maharashtra,31,Female,1,2,2016,5000
Maharashtra,31,Female,1,3,2016,5000
Maharashtra,31,Female,1,4,2016,0
Maharashtra,31,Female,1,1,2017,3000
Maharashtra,31,Female,1,2,2017,5000
Maharashtra,31,Female,1,3,2017,5000
Maharashtra,31,Female,1,4,2017,0
Maharashtra,31,Female,1,1,2018,3000
Maharashtra,31,Female,1,2,2018,5000
Maharashtra,31,Female,1,3,2018,5000
Maharashtra,31,Female,1,4,2018,0
Maharashtra,31,Female,1,1,2019,5000
Maharashtra,31,Female,1,2,2019,6000
Maharashtra,31,Female,1,3,2019,8000
Maharashtra,31,Female,1,4,2019,8000
Maharashtra,31,Female,1,1,2020,78000
Maharashtra,31,Female,1,2,2020,7000
Maharashtra,31,Female,1,3,2020,10000
Maharashtra,31,Female,1,4,2020,10000
Maharashtra,31,Female,2,1,2016,6000
Maharashtra,31,Female,2,2,2016,8000
Maharashtra,31,Female,2,3,2016,8000
Maharashtra,31,Female,2,4,2016,3000
Maharashtra,31,Female,2,1,2017,6000
Maharashtra,31,Female,2,2,2017,8000
Maharashtra,31,Female,2,3,2017,8000
Maharashtra,31,Female,2,4,2017,3000
Maharashtra,31,Female,2,1,2018,6000
Maharashtra,31,Female,2,2,2018,8000
Maharashtra,31,Female,2,3,2018,8000
Maharashtra,31,Female,2,4,2018,3000
Maharashtra,31,Female,2,1,2019,8000
Maharashtra,31,Female,2,2,2019,9000
Maharashtra,31,Female,2,3,2019,11000
Maharashtra,31,Female,2,4,2019,11000
Maharashtra,31,Female,2,1,2020,81000
Maharashtra,31,Female,2,2,2020,10000
Maharashtra,31,Female,2,3,2020,13000
Maharashtra,31,Female,2,4,2020,13000
Maharashtra,31,Female,3,1,2016,9000
Maharashtra,31,Female,3,2,2016,11000
Maharashtra,31,Female,3,3,2016,11000
Maharashtra,31,Female,3,4,2016,6000
Maharashtra,31,Female,3,1,2017,9000
Maharashtra,31,Female,3,2,2017,11000
Maharashtra,31,Female,3,3,2017,11000
Maharashtra,31,Female,3,4,2017,6000
Maharashtra,31,Female,3,1,2018,9000
Maharashtra,31,Female,3,2,2018,11000
Maharashtra,31,Female,3,3,2018,11000
Maharashtra,31,Female,3,4,2018,6000
Maharashtra,31,Female,3,1,2019,11000
Maharashtra,31,Female,3,2,2019,12000
Maharashtra,31,Female,3,3,2019,14000
Maharashtra,31,Female,3,4,2019,14000
Maharashtra,31,Female,3,1,2020,84000
Maharashtra,31,Female,3,2,2020,13000
Maharashtra,31,Female,3,3,2020,16000
Maharashtra,31,Female,3,4,2020,16000
Maharashtra,32,Female,1,1,2016,3000
Maharashtra,32,Female,1,2,2016,5000
Maharashtra,32,Female,1,3,2016,5000
Maharashtra,32,Female,1,4,2016,0
Maharashtra,32,Female,1,1,2017,3000
Maharashtra,32,Female,1,2,2017,5000
Maharashtra,32,Female,1,3,2017,5000
Maharashtra,32,Female,1,4,2017,0
Maharashtra,32,Female,1,1,2018,3000
Maharashtra,32,Female,1,2,2018,5000
Maharashtra,32,Female,1,3,2018,5000
Maharashtra,32,Female,1,4,2018,0
Maharashtra,32,Female,1,1,2019,5000
Maharashtra,32,Female,1,2,2019,6000
Maharashtra,32,Female,1,3,2019,8000
Maharashtra,32,Female,1,4,2019,8000
Maharashtra,32,Female,1,1,2020,78000
Maharashtra,32,Female,1,2,2020,7000
Maharashtra,32,Female,1,3,2020,10000
Maharashtra,32,Female,1,4,2020,10000
Maharashtra,32,Female,2,1,2016,6000
Maharashtra,32,Female,2,2,2016,8000
Maharashtra,32,Female,2,3,2016,8000
Maharashtra,32,Female,2,4,2016,3000
Maharashtra,32,Female,2,1,2017,6000
Maharashtra,32,Female,2,2,2017,8000
Maharashtra,32,Female,2,3,2017,8000
Maharashtra,32,Female,2,4,2017,3000
Maharashtra,32,Female,2,1,2018,6000
Maharashtra,32,Female,2,2,2018,8000
Maharashtra,32,Female,2,3,2018,8000
Maharashtra,32,Female,2,4,2018,3000
Maharashtra,32,Female,2,1,2019,8000
Maharashtra,32,Female,2,2,2019,9000
Maharashtra,32,Female,2,3,2019,11000
Maharashtra,32,Female,2,4,2019,11000
Maharashtra,32,Female,2,1,2020,81000
Maharashtra,32,Female,2,2,2020,10000
Maharashtra,32,Female,2,3,2020,13000
Maharashtra,32,Female,2,4,2020,13000
Maharashtra,32,Female,3,1,2016,9000
Maharashtra,32,Female,3,2,2016,11000
Maharashtra,32,Female,3,3,2016,11000
Maharashtra,32,Female,3,4,2016,6000
Maharashtra,32,Female,3,1,2017,9000
Maharashtra,32,Female,3,2,2017,11000
Maharashtra,32,Female,3,3,2017,11000
Maharashtra,32,Female,3,4,2017,6000
Maharashtra,32,Female,3,1,2018,9000
Maharashtra,32,Female,3,2,2018,11000
Maharashtra,32,Female,3,3,2018,11000
Maharashtra,32,Female,3,4,2018,6000
Maharashtra,32,Female,3,1,2019,11000
Maharashtra,32,Female,3,2,2019,12000
Maharashtra,32,Female,3,3,2019,14000
Maharashtra,32,Female,3,4,2019,14000
Maharashtra,32,Female,3,1,2020,84000
Maharashtra,32,Female,3,2,2020,13000
Maharashtra,32,Female,3,3,2020,16000
Maharashtra,32,Female,3,4,2020,16000
Maharashtra,33,Female,1,1,2016,3000
Maharashtra,33,Female,1,2,2016,5000
Maharashtra,33,Female,1,3,2016,5000
Maharashtra,33,Female,1,4,2016,0
Maharashtra,33,Female,1,1,2017,3000
Maharashtra,33,Female,1,2,2017,5000
Maharashtra,33,Female,1,3,2017,5000
Maharashtra,33,Female,1,4,2017,0
Maharashtra,33,Female,1,1,2018,3000
Maharashtra,33,Female,1,2,2018,5000
Maharashtra,33,Female,1,3,2018,5000
Maharashtra,33,Female,1,4,2018,0
Maharashtra,33,Female,1,1,2019,5000
Maharashtra,33,Female,1,2,2019,6000
Maharashtra,33,Female,1,3,2019,8000
Maharashtra,33,Female,1,4,2019,8000
Maharashtra,33,Female,1,1,2020,78000
Maharashtra,33,Female,1,2,2020,7000
Maharashtra,33,Female,1,3,2020,10000
Maharashtra,33,Female,1,4,2020,10000
Maharashtra,33,Female,2,1,2016,6000
Maharashtra,33,Female,2,2,2016,8000
Maharashtra,33,Female,2,3,2016,8000
Maharashtra,33,Female,2,4,2016,3000
Maharashtra,33,Female,2,1,2017,6000
Maharashtra,33,Female,2,2,2017,8000
Maharashtra,33,Female,2,3,2017,8000
Maharashtra,33,Female,2,4,2017,3000
Maharashtra,33,Female,2,1,2018,6000
Maharashtra,33,Female,2,2,2018,8000
Maharashtra,33,Female,2,3,2018,8000
Maharashtra,33,Female,2,4,2018,3000
Maharashtra,33,Female,2,1,2019,8000
Maharashtra,33,Female,2,2,2019,9000
Maharashtra,33,Female,2,3,2019,11000
Maharashtra,33,Female,2,4,2019,11000
Maharashtra,33,Female,2,1,2020,81000
Maharashtra,33,Female,2,2,2020,10000
Maharashtra,33,Female,2,3,2020,13000
Maharashtra,33,Female,2,4,2020,13000
Maharashtra,33,Female,3,1,2016,9000
Maharashtra,33,Female,3,2,2016,11000
Maharashtra,33,Female,3,3,2016,11000
Maharashtra,33,Female,3,4,2016,6000
Maharashtra,33,Female,3,1,2017,9000
Maharashtra,33,Female,3,2,2017,11000
Maharashtra,33,Female,3,3,2017,11000
Maharashtra,33,Female,3,4,2017,6000
Maharashtra,33,Female,3,1,2018,9000
Maharashtra,33,Female,3,2,2018,11000
Maharashtra,33,Female,3,3,2018,11000
Maharashtra,33,Female,3,4,2018,6000
Maharashtra,33,Female,3,1,2019,11000
Maharashtra,33,Female,3,2,2019,12000
Maharashtra,33,Female,3,3,2019,14000
Maharashtra,33,Female,3,4,2019,14000
Maharashtra,33,Female,3,1,2020,84000
Maharashtra,33,Female,3,2,2020,13000
Maharashtra,33,Female,3,3,2020,16000
Maharashtra,33,Female,3,4,2020,16000
Maharashtra,34,Female,1,1,2016,3000
Maharashtra,34,Female,1,2,2016,5000
Maharashtra,34,Female,1,3,2016,5000
Maharashtra,34,Female,1,4,2016,0
Maharashtra,34,Female,1,1,2017,3000
Maharashtra,34,Female,1,2,2017,5000
Maharashtra,34,Female,1,3,2017,5000
Maharashtra,34,Female,1,4,2017,0
Maharashtra,34,Female,1,1,2018,3000
Maharashtra,34,Female,1,2,2018,5000
Maharashtra,34,Female,1,3,2018,5000
Maharashtra,34,Female,1,4,2018,0
Maharashtra,34,Female,1,1,2019,5000
Maharashtra,34,Female,1,2,2019,6000
Maharashtra,34,Female,1,3,2019,8000
Maharashtra,34,Female,1,4,2019,8000
Maharashtra,34,Female,1,1,2020,78000
Maharashtra,34,Female,1,2,2020,7000
Maharashtra,34,Female,1,3,2020,10000
Maharashtra,34,Female,1,4,2020,10000
Maharashtra,34,Female,2,1,2016,6000
Maharashtra,34,Female,2,2,2016,8000
Maharashtra,34,Female,2,3,2016,8000
Maharashtra,34,Female,2,4,2016,3000
Maharashtra,34,Female,2,1,2017,6000
Maharashtra,34,Female,2,2,2017,8000
Maharashtra,34,Female,2,3,2017,8000
Maharashtra,34,Female,2,4,2017,3000
Maharashtra,34,Female,2,1,2018,6000
Maharashtra,34,Female,2,2,2018,8000
Maharashtra,34,Female,2,3,2018,8000
Maharashtra,34,Female,2,4,2018,3000
Maharashtra,34,Female,2,1,2019,8000
Maharashtra,34,Female,2,2,2019,9000
Maharashtra,34,Female,2,3,2019,11000
Maharashtra,34,Female,2,4,2019,11000
Maharashtra,34,Female,2,1,2020,81000
Maharashtra,34,Female,2,2,2020,10000
Maharashtra,34,Female,2,3,2020,13000
Maharashtra,34,Female,2,4,2020,13000
Maharashtra,34,Female,3,1,2016,9000
Maharashtra,34,Female,3,2,2016,11000
Maharashtra,34,Female,3,3,2016,11000
Maharashtra,34,Female,3,4,2016,6000
Maharashtra,34,Female,3,1,2017,9000
Maharashtra,34,Female,3,2,2017,11000
Maharashtra,34,Female,3,3,2017,11000
Maharashtra,34,Female,3,4,2017,6000
Maharashtra,34,Female,3,1,2018,9000
Maharashtra,34,Female,3,2,2018,11000
Maharashtra,34,Female,3,3,2018,11000
Maharashtra,34,Female,3,4,2018,6000
Maharashtra,34,Female,3,1,2019,11000
Maharashtra,34,Female,3,2,2019,12000
Maharashtra,34,Female,3,3,2019,14000
Maharashtra,34,Female,3,4,2019,14000
Maharashtra,34,Female,3,1,2020,84000
Maharashtra,34,Female,3,2,2020,13000
Maharashtra,34,Female,3,3,2020,16000
Maharashtra,34,Female,3,4,2020,16000
Maharashtra,35,Female,1,1,2016,5000
Maharashtra,35,Female,1,2,2016,7000
Maharashtra,35,Female,1,3,2016,7000
Maharashtra,35,Female,1,4,2016,2000
Maharashtra,35,Female,1,1,2017,5000
Maharashtra,35,Female,1,2,2017,7000
Maharashtra,35,Female,1,3,2017,7000
Maharashtra,35,Female,1,4,2017,2000
Maharashtra,35,Female,1,1,2018,5000
Maharashtra,35,Female,1,2,2018,7000
Maharashtra,35,Female,1,3,2018,7000
Maharashtra,35,Female,1,4,2018,2000
Maharashtra,35,Female,1,1,2019,7000
Maharashtra,35,Female,1,2,2019,8000
Maharashtra,35,Female,1,3,2019,10000
Maharashtra,35,Female,1,4,2019,10000
Maharashtra,35,Female,1,1,2020,80000
Maharashtra,35,Female,1,2,2020,9000
Maharashtra,35,Female,1,3,2020,12000
Maharashtra,35,Female,1,4,2020,12000
Maharashtra,35,Female,2,1,2016,8000
Maharashtra,35,Female,2,2,2016,10000
Maharashtra,35,Female,2,3,2016,10000
Maharashtra,35,Female,2,4,2016,5000
Maharashtra,35,Female,2,1,2017,8000
Maharashtra,35,Female,2,2,2017,10000
Maharashtra,35,Female,2,3,2017,10000
Maharashtra,35,Female,2,4,2017,5000
Maharashtra,35,Female,2,1,2018,8000
Maharashtra,35,Female,2,2,2018,10000
Maharashtra,35,Female,2,3,2018,10000
Maharashtra,35,Female,2,4,2018,5000
Maharashtra,35,Female,2,1,2019,10000
Maharashtra,35,Female,2,2,2019,11000
Maharashtra,35,Female,2,3,2019,13000
Maharashtra,35,Female,2,4,2019,13000
Maharashtra,35,Female,2,1,2020,83000
Maharashtra,35,Female,2,2,2020,12000
Maharashtra,35,Female,2,3,2020,15000
Maharashtra,35,Female,2,4,2020,15000
Maharashtra,35,Female,3,1,2016,11000
Maharashtra,35,Female,3,2,2016,13000
Maharashtra,35,Female,3,3,2016,13000
Maharashtra,35,Female,3,4,2016,8000
Maharashtra,35,Female,3,1,2017,11000
Maharashtra,35,Female,3,2,2017,13000
Maharashtra,35,Female,3,3,2017,13000
Maharashtra,35,Female,3,4,2017,8000
Maharashtra,35,Female,3,1,2018,11000
Maharashtra,35,Female,3,2,2018,13000
Maharashtra,35,Female,3,3,2018,13000
Maharashtra,35,Female,3,4,2018,8000
Maharashtra,35,Female,3,1,2019,13000
Maharashtra,35,Female,3,2,2019,14000
Maharashtra,35,Female,3,3,2019,16000
Maharashtra,35,Female,3,4,2019,16000
Maharashtra,35,Female,3,1,2020,86000
Maharashtra,35,Female,3,2,2020,15000
Maharashtra,35,Female,3,3,2020,18000
Maharashtra,35,Female,3,4,2020,18000
Maharashtra,36,Female,1,1,2016,5000
Maharashtra,36,Female,1,2,2016,7000
Maharashtra,36,Female,1,3,2016,7000
Maharashtra,36,Female,1,4,2016,2000
Maharashtra,36,Female,1,1,2017,5000
